,,ASIN,helium satış,ca fiyat,usd fiyat,kar,
28.09.2024,https://www.amazon.ca/dp/B08PNNKNSQ,B08PNNKNSQ,57,C$39.21,$9.99,CA$8.10,42.81%
28.09.2024,https://www.amazon.ca/dp/B073T14XF4,B073T14XF4,7,C$46.76,$11.99,CA$8.48,39.22%
28.09.2024,https://www.amazon.ca/dp/B0CX96RS6F,B0CX96RS6F,17,C$35.08,$8.99,CA$5.86,33.35%
28.09.2024,https://www.amazon.ca/dp/B07C7TSBD7,B07C7TSBD7,15,C$30.54,$7.00,CA$3.91,26.27%
28.09.2024,https://www.amazon.ca/dp/B0CYWWXNJB,B0CYWWXNJB,9,C$29.76,$6.98,CA$5.99,40.33%
29.09.2024,https://www.amazon.ca/dp/B004U4JCDS,B004U4JCDS,17,C$37.25,$8.74,CA$8.07,46.83%
29.09.2024,https://www.amazon.ca/dp/B0CC8YTZBJ,B0CC8YTZBJ,8,C$30.00,$6.99,CA$5.90,39.70%
29.09.2024,https://www.amazon.ca/dp/B09HL8VGYG,B09HL8VGYG,40,C$30.31,$7.99,CA$3.63,22.39%
29.09.2024,https://www.amazon.ca/dp/B0071F1LUK,B0071F1LUK,25,C$32.08,$7.38,CA$5.96,38.72%
29.09.2024,https://www.amazon.ca/dp/B08SQCJ2WM,B08SQCJ2WM,8,C$35.81,$9.99,CA$7.58,40.06%
29.09.2024,https://www.amazon.ca/dp/B0BTLK3GL2,B0BTLK3GL2,277,C$33.28,$7.99,CA$5.37,33.12%
29.09.2024,https://www.amazon.ca/dp/B0845ST4SF,B0845ST4SF,13,C$39.53,$9.99,CA$10.22,54.01%
29.09.2024,https://www.amazon.ca/dp/B07W6HT123,B07W6HT123,19,C$39.30,$11.95,CA$8.70,43.02%
29.09.2024,https://www.amazon.ca/dp/B08CCXGJBM,B08CCXGJBM,36,C$42.84,$12.99,CA$7.91,34.42%
29.09.2024,https://www.amazon.ca/dp/B01847PJTM,B01847PJTM,8,C$45.75,$11.00,CA$8.08,35.16%
30.09.2024,https://www.amazon.ca/dp/B07ZQS5G2N,B07ZQS5G2N,9,C$53.99,$12.99,CA$20.07,87.33%
30.09.2024,https://www.amazon.ca/dp/B089NZC8H9,B089NZC8H9,41,C$34.05,$8.49,CA$5.91,34.99%
30.09.2024,https://www.amazon.ca/dp/B08D9T61HZ,B08D9T61HZ,15,C$31.90,$7.99,CA$4.12,25.41%
30.09.2024,https://www.amazon.ca/dp/B017KWL4IM,B017KWL4IM,7,C$36.90,$8.95,CA$8.18,46.74%
30.09.2024,https://www.amazon.ca/dp/B01G2LD43U,B01G2LD43U,12,C$31.37,$8.50,CA$5.30,31.37%
1.10.2024,https://www.amazon.ca/dp/B0BSVQZS8J,B0BSVQZS8J,7,C$33.61,$8.27,CA$5.09,30.66%
1.10.2024,https://www.amazon.ca/dp/B006A5HHF0,B006A5HHF0,18,C$36.86,$9.10,CA$6.06,34.19%
1.10.2024,https://www.amazon.ca/dp/B09S5QYPH9,B09S5QYPH9,13,C$39.15,$8.99,CA$11.00,62.60%
1.10.2024,https://www.amazon.ca/dp/B00KACXXUM,B00KACXXUM,10,C$36.93,$8.88,CA$7.85,45.06%
1.10.2024,https://www.amazon.ca/dp/B011L3T25I,B011L3T25I,16,C$37.37,$8.77,CA$7.27,42.03%
1.10.2024,https://www.amazon.ca/dp/B004OKDW20,B004OKDW20,18,C$35.03,$8.57,CA$6.55,38.52%
1.10.2024,https://www.amazon.ca/dp/B003C2RQLE,B003C2RQLE,24,C$33.67,$7.99,CA$6.04,37.26%
1.10.2024,https://www.amazon.ca/dp/B077DCVKQN,B077DCVKQN,12,C$41.99,$10.29,CA$14.87,76.92%
1.10.2024,https://www.amazon.ca/dp/B09LZ72JVN,B09LZ72JVN,10,C$30.22,$7.70,CA$4.24,26.81%
1.10.2024,https://www.amazon.ca/dp/B0747VLR97,B0747VLR97,9,C$33.01,$8.72,CA$4.84,28.15%
02.10.2024,https://www.amazon.ca/dp/B0CCWY9M84,B0CCWY9M84,17,C$36.99,$9.83,CA$5.06,27.10%
02.10.2024,https://www.amazon.ca/dp/B0B2V9R4JC,B0B2V9R4JC,10,C$36.97,$7.99,CA$10.51,64.95%
02.10.2024,https://www.amazon.ca/dp/B08NL7XRB1,B08NL7XRB1,41,C$30.00,$7.99,CA$3.40,21.02%
02.10.2024,https://www.amazon.ca/dp/B0CLQH9D6D?th=1,B0CLQH9D6D,294,C$37.46,$9.99,CA$7.95,42.13%
02.10.2024,https://www.amazon.ca/dp/B0BS5V32VW,B0BS5V32VW,6,C$31.99,$8.99,CA$4.65,26.54%
02.10.2024,https://www.amazon.ca/dp/B0BG66PYJD,B0BG66PYJD,6,C$30.15,$8.43,CA$4.45,26.53%
02.10.2024,https://www.amazon.ca/dp/B07QWNQSN3,B07QWNQSN3,25,C$32.87,$7.90,CA$3.83,23.87%
02.10.2024,https://www.amazon.ca/dp/B08PB671QY,B08PB671QY,8,C$39.50,$9.98,CA$8.56,45.41%
02.10.2024,https://www.amazon.ca/dp/B000TUOXCC,B000TUOXCC,43,C$29.99,$6.79,CA$4.80,32.94%
02.10.2024,https://www.amazon.ca/dp/B07QN594SH,B07QN594SH,16,C$35.17,$9.99,CA$3.84,20.36%
03.10.2024,https://www.amazon.ca/dp/B0BGBNJCK6,B0BGBNJCK6,127,C$51.91,$15.98,CA$9.19,34.10%
03.10.2024,https://www.amazon.ca/dp/B00ESJQHF6,B00ESJQHF6,17,C$27.96,$7.99,CA$3.13,19.35%
03.10.2024,https://www.amazon.ca/dp/B004NEDFTM,B004NEDFTM,24,C$42.48,$9.48,CA$10.06,55.33%
03.10.2024,https://www.amazon.ca/dp/B002VUME42,B002VUME42,17,C$36.61,$8.99,CA$7.62,43.36%
03.10.2024,https://www.amazon.ca/dp/B08LVR3S7N,B08LVR3S7N,11,C$32.04,$6.99,CA$3.60,24.20%
03.10.2024,https://www.amazon.ca/dp/B0128QFRD8,B0128QFRD8,12,C$37.50,$9.95,$6.59,34.88%
03.10.2024,https://www.amazon.ca/dp/B08GCFRSNY,B08GCFRSNY,11,C$35.73,8.98,CA$6.40,36.42%
03.10.2024,https://www.amazon.ca/dp/B07XZWFL4C,B07XZWFL4C,8,C$33.00,$9.22,CA$4.12,23.02%
04.10.2024,https://www.amazon.ca/dp/B07X9XJSXW,B07X9XJSXW,13,C$34.44,$8.99,CA$4.98,28.31%
04.10.2024,https://www.amazon.ca/dp/B001R96YTE,B001R96YTE,20,C$34.50,$8.92,CA$5.70,32.59%
04.10.2024,https://www.amazon.ca/dp/B08FYF752P,B08FYF752P,7,C$41.68,$13.70,CA$5.11,21.34%
04.10.2024,https://www.amazon.ca/dp/B09N8NMQTN,B09N8NMQTN,41,C$35.14,$8.99,CA$6.15,34.96%
04.10.2024,https://www.amazon.ca/dp/B079Y9JGNL,B079Y9JGNL,7,C$44.46,$11.99,CA$8.92,41.18%
04.10.2024,https://www.amazon.ca/dp/B00C9FQVP2,B00C9FQVP2,13,C$36.99,$9.95,CA$6.60,34.90%
04.10.2024,https://www.amazon.ca/dp/B00XTAM6PA,B00XTAM6PA,26,C$32.99,$9.44,CA$3.69,20.22%
04.10.2024,https://www.amazon.ca/dp/B00DP6P6R8,B00DP6P6R8,37,C$31.00,$7.99,CA$4.79,29.47%
05.10.2024,https://www.amazon.ca/dp/B0BGKCMYN8,B0BGKCMYN8,17,C$35.82,$9.99,CA$4.78,25.19%
05.10.2024,https://www.amazon.ca/dp/B08MZL3QZD,B08MZL3QZD,196,C$27.93,$7.99,CA$2.46,15.13%
05.10.2024,https://www.amazon.ca/dp/B00H5B14ES,B00H5B14ES,23,C$35.89,$9.99,CA$4.77,25.15%
05.10.2024,https://www.amazon.ca/dp/B079GZMCJS,B079GZMCJS,14,C$31.27,$9.49,CA$3.57,19.52%
05.10.2024,https://www.amazon.ca/dp/B088FK32QF,B088FK32QF,10,C$36.00,$9.96,CA$5.54,29.28%
05.10.2024,https://www.amazon.ca/dp/B0D2GZ1NVQ,B0D2GZ1NVQ,13,C$33.00,$8.99,CA$5.97,33.90%
05.10.2024,https://www.amazon.ca/dp/B07SBJM1LD,B07SBJM1LD,11,C$30.51,$7.99,CA$4.46,27.44%
05.10.2024,https://www.amazon.ca/dp/B07T28BM94,B07T28BM94,18,C$41.20,$9.99,CA$9.92,52.32%
05.10.2024,https://www.amazon.ca/dp/B0CFXHQZ4X,B0CFXHQZ4X,305,C$33.72,$8.99,CA$5.75,32.65%
05.10.2024,https://www.amazon.ca/dp/B076B3KQD5,B076B3KQD5,7,C$36.74,$9.99,CA$4.85,25.58%
06.10.2024,https://www.amazon.ca/dp/B0D1K1WCKQ?th=1,B0D1K1WCKQ,42,C$34.86,$8.99,CA$5.87,33.33%
06.10.2024,https://www.amazon.ca/dp/B0B4F4FG71,B0B4F4FG71,15,C$35.85,$9.99,CA$7.01,36.89%
06.10.2024,https://www.amazon.ca/dp/B00HA6TW6A,B00HA6TW6A,22,C$36.96,$9.99,CA$6.27,33.00%
06.10.2024,https://www.amazon.ca/dp/B0CZNZY2BH,B0CZNZY2BH,6,C$34.99,$9.99,CA$6.27,33.00%
06.10.2024,https://www.amazon.ca/dp/B00ZAD36ZS,B00ZAD36ZS,10,C$37.99,$10.29,CA$5.43,27.97%
06.10.2024,https://www.amazon.ca/dp/B0CRK1R77Q,B0CRK1R77Q,101,C$85.06,$25.00,CA$24.38,60.96%
07.10.2024,https://www.amazon.ca/dp/B07N7FVXPX,B07N7FVXPX,21,C$32.00,$8.15,CA$4.55,27.57%
07.10.2024,https://www.amazon.ca/dp/B08SC74YYS,B08SC74YYS,20,C$32.00,$8.80,CA$6.86,39.47%
07.10.2024,https://www.amazon.ca/dp/B0C2C3B878,B0C2C3B878,18,C$36.66,$8.88,CA$7.96,45.51%
07.10.2024,https://www.amazon.ca/dp/B08KDWPDZN,B08KDWPDZN,8,C$36.15,$9.57,CA$4.85,26.31%
07.10.2024,https://www.amazon.ca/dp/B073Y864WJ,B073Y864WJ,227,C$34.04,$9.11,CA$6.60,37.07%
07.10.2024,https://www.amazon.ca/dp/B00C4XFMO0,B00C4XFMO0,39,C$52.94,$16.99,CA$10.83,38.00%
08.10.2024,https://www.amazon.ca/dp/B0BFRJ6J3Q?th=1,B0BFRJ6J3Q,207,C$40.46,$11.99,CA$5.05,23.12%
08.10.2024,https://www.amazon.ca/dp/B0B7RKXG6D,B0B7RKXG6D,39,C$48.53,$12.78,CA$4.96,21.64%
08.10.2024,https://www.amazon.ca/dp/B08PB2Y4F9,B08PB2Y4F9,15,C$30.14,$7.99,CA$3.10,18.93%
08.10.2024,https://www.amazon.ca/dp/B083VR6LC1,B083VR6LC1,68,C$137.79,$49.95,CA$36.73,49.86%
08.10.2024,https://www.amazon.ca/dp/B08XNXT4M8,B08XNXT4M8,10,C$35.75,$9.99,CA$6.57,34.39%
08.10.2024,https://www.amazon.ca/dp/B07PPTT7GT?th=1,B07PPTT7GT,60,C$32.02,$8.99,CA$5.03,28.36%
08.10.2024,https://www.amazon.ca/dp/B071148XDT,B071148XDT,40,C$33.63,$8.95,CA$4.97,28.11%
08.10.2024,https://www.amazon.ca/dp/B07R6M7FS7,B07R6M7FS7,55,C$31.67,$8.99,CA$4.73,26.67%
08.10.2024,https://www.amazon.ca/dp/B08ZMRWXMW,B08ZMRWXMW,7,C$35.52,$9.99,CA$4.79,25.07%
08.10.2024,https://www.amazon.ca/dp/B082NDSZSS,B082NDSZSS,11,C$36.08,$9.99,CA$4.70,24.60%
09.10.2024,https://www.amazon.ca/dp/B0BB98CYZ3,B0BB98CYZ3,12,C$44.88,$12.99,CA$8.82,38.03%
09.10.2024,https://www.amazon.ca/dp/B08HXC89BD,B08HXC89BD,13,C$34.43,$9.95,CA$5.74,30.14%
09.10.2024,https://www.amazon.ca/dp/B0B18WHJWG,B0B18WHJWG,7,C$32.65,$8.99,CA$4.40,25.24%
09.10.2024,https://www.amazon.ca/dp/B084GX16S1,B084GX16S1,83,C$100.75,$37.00,CA$21.56,38.52%
09.10.2024,https://www.amazon.ca/dp/B09GW7HFY2,B09GW7HFY2,19,C$38.82,$11.17,CA$4.81,23.23%
09.10.2024,https://www.amazon.ca/dp/B07XQM9ZT6,B07XQM9ZT6,21,C$33.08,$9.99,CA$3.72,19.48%
09.10.2024,https://www.amazon.ca/dp/B0B433T25C,B0B433T25C,17,C$39.29,$11.97,CA$4.11,18.85%
09.10.2024,https://www.amazon.ca/dp/B08GMB4K3V,B08GMB4K3V,10,C$32.67,$8.94,CA$5.71,32.33%
10.10.2024,https://www.amazon.ca/dp/B08GMB4K3V,B08GMB4K3V,8,C$33.00,$8.94,CA$5.85,32.97%
10.10.2024,https://www.amazon.ca/dp/B002VLGD2A,B002VLGD2A,18,C$33.76,$8.99,CA$4.49,25.21%
10.10.2024,https://www.amazon.ca/dp/B00RHEV0CO,B00RHEV0CO,12,C$31.92,$8.99,CA$4.86,27.28%
10.10.2024,https://www.amazon.ca/dp/B00BH0OSWI,B00BH0OSWI,8,C$45.54,$13.50,CA$6.40,26.66%
10.10.2024,https://www.amazon.ca/dp/B0CNT11PHN,B0CNT11PHN,11,C$34.38,$9.59,CA$4.44,23.83%
10.10.2024,https://www.amazon.ca/dp/B0BMVBL2CS,B0BMVBL2CS,12,C$35.37,$9.99,CA$5.55,28.93%
10.10.2024,https://www.amazon.ca/dp/B01FF3V870,B01FF3V870,89,C$38.99,$10.99,CA$5.39,26.22%
10.10.2024,https://www.amazon.ca/dp/B001ECQ51G,B001ECQ51G,93,C$35.59,$9.99,CA$4.94,25.75%
11.10.2024,https://www.amazon.ca/dp/B00JG9KL3C,B00JG9KL3C,7,C$32.18,$8.99,CA$5.07,28.46%
11.10.2024,https://www.amazon.ca/dp/B088D33RBD,B088D33RBD,70,C$34.80,$8.92,CA$5.07,28.61%
11.10.2024,https://www.amazon.ca/dp/B07B88R1JW,B07B88R1JW,9,C$34.77,$9.99,CA$4.22,22.00%
11.10.2024,https://www.amazon.ca/dp/B07TP7GC5D,B07TP7GC5D,56,C$34.67,$7.99,CA$6.76,41.11%
11.10.2024,https://www.amazon.ca/dp/B00XM5KSV6,B00XM5KSV6,41,C$41.50,$9.72,CA$8.03,42.57%
11.10.2024,https://www.amazon.ca/dp/B08L5G5JGJ,B08L5G5JGJ,11,C$37.69,$11.00,CA$3.12,15.13%
11.10.2024,https://www.amazon.ca/dp/B002GUIDEM,B002GUIDEM,30,C$44.21,$13.80,CA$7.18,29.37%
11.10.2024,https://www.amazon.ca/dp/B00FEO58G8,B00FEO58G8,127,C$34.53,$9.99,CA$3.99,20.74%
12.10.2024,https://www.amazon.ca/dp/B00FEO58G8,B00FEO58G8,163,C$35.30,$9.99,CA$4.62,23.98%
12.10.2024,https://www.amazon.ca/dp/B002LMQDLK,B074WHVD6X,15,C$36.25,$8.36,CA$5.84,34.31%
12.10.2024,https://www.amazon.ca/dp/B07BM52C76,B07BM52C76,11,C$44.66,$13.00,CA$10.08,43.05%
12.10.2024,https://www.amazon.ca/dp/B09KY8MT2T,B09KY8MT2T,17,C$40.56,$9.99,CA$9.12,47.40%
12.10.2024,https://www.amazon.ca/dp/B07M764R85,B07M764R85,7,C$36.00,$10.95,CA$4.09,19.86%
12.10.2024,https://www.amazon.ca/dp/B000CODWCC,B000CODWCC,9,C$37.00,$9.47,CA$6.78,36.54%
12.10.2024,https://www.amazon.ca/dp/B00B8Z2LRQ,B00B8Z2LRQ,13,C$43.30,$12.99,CA$7.10,30.34%
12.10.2024,https://www.amazon.ca/dp/B01486A312,B01486A312,8,C$34.00,$8.47,CA$5.00,29.12%
12.10.2024,https://www.amazon.ca/dp/B000S15HGS,B000S15HGS,22,C$37.57,$12.67,CA$4.26,18.55%
12.10.2024,https://www.amazon.ca/dp/B0CQY4NPPD,B0CQY4NPPD,8,C$32.23,$9.90,CA$3.10,16.19%
13.10.2024,https://www.amazon.ca/dp/B09GL4YRYS,B09GL4YRYS,39,C$31.60,$8.95,CA$3.13,18.41%
13.10.2024,https://www.amazon.ca/dp/B0B1K98WXX,B0B1K98WXX,9,C$59.99,$19.99,CA$9.23,27.93%
13.10.2024,https://www.amazon.ca/dp/B007OW6MD6,B007OW6MD6,24,C$32.65,$9.90,CA$5.13,26.80%
13.10.2024,https://www.amazon.ca/dp/B07S28PFVZ,B07S28PFVZ,7,C$40.77,$12.96,CA$3.99,16.78%
13.10.2024,https://www.amazon.ca/dp/B0CRXVNRQ9,B0CRXVNRQ9,13,C$33.50,$9.99,CA$4.74,24.59%
13.10.2024,https://www.amazon.ca/dp/B09WNHPB79,B09WNHPB79,15,C$154.58,$52.34,CA$45.88,59.13%
14.10.2024,https://www.amazon.ca/dp/B0BXWMPPW3,B0BXWMPPW3,30,C$41.85,$13.75,CA$4.47,19.06%
14.10.2024,https://www.amazon.ca/dp/B07ZHLC564,B07ZHLC564,16,C$60.64,$18.69,CA$12.15,38.80%
14.10.2024,https://www.amazon.ca/dp/B077JRV4LK,B077JRV4LK,14,C$35.32,$9.99,CA$4.31,22.32%
14.10.2024,https://www.amazon.ca/dp/B0037NUC2S,B0037NUC2S,5,C$38.50,$11.99,CA$4.56,20.66%
14.10.2024,https://www.amazon.ca/dp/B08C55CQ25,B08C55CQ25,7,C$33.49,$9.99,CA$4.23,21.90%
15.10.2024,https://www.amazon.ca/dp/B071D4D5DT,B071D4D5DT,670,C$35.99,$9.30,CA$6.07,32.58%
15.10.2024,https://www.amazon.ca/dp/B0B87NBXGQ,B0B87NBXGQ,11,C$39.99,$11.99,CA$5.98,27.09%
15.10.2024,https://www.amazon.ca/dp/B000V52XMW,B000V52XMW,13,C$38.09,$12.25,CA$3.81,16.98%
15.10.2024,https://www.amazon.ca/dp/B00LRKJV1Q,B00LRKJV1Q,31,C$39.07,$12.07,CA$4.55,20.51%
15.10.2024,https://www.amazon.ca/dp/B07MBRKX2T,B07MBRKX2T,20,C$33.34,$9.99,CA$2.90,15.01%
15.10.2024,https://www.amazon.ca/dp/B002HNSEQU,B002HNSEQU,35,C$37.35,$10.79,CA$4.59,22.48%
15.10.2024,https://www.amazon.ca/dp/B005LJX3ZE,B005LJX3ZE,25,C$39.80,$9.99,CA$7.09,36.47%
15.10.2024,https://www.amazon.ca/dp/B099GCSSM1,B099GCSSM1,7,C$40.57,$12.32,CA$6.38,28.33%
15.10.2024,https://www.amazon.ca/dp/B07CZCGH2X,B07CZCGH2X,7,C$57.50,$14.99,CA$14.33,54.69%